"filters1","kernel_size1","pool_size1","filters2","kernel_size2","dense_units","dropout_cnn","dropout_dense","learning_rate","batch_size","epochs","val_accuracy","num_actual_epochs"
32,5,2,128,5,256,0.4,0.3,1e-04,64,30,0.45631068944931,21
64,5,2,128,5,256,0.4,0.3,1e-04,64,30,0.436893194913864,19
128,5,2,128,5,256,0.4,0.3,1e-04,64,30,0.475728154182434,26
32,7,2,128,5,256,0.4,0.3,1e-04,64,30,0.504854381084442,23
64,7,2,128,5,256,0.4,0.3,1e-04,64,30,0.475728154182434,21
128,7,2,128,5,256,0.4,0.3,1e-04,64,30,0.475728154182434,18
32,3,2,0,3,64,0.2,0.4,1e-04,64,30,0.427184462547302,30
64,3,2,0,3,64,0.2,0.4,1e-04,64,30,0.223300963640213,19
128,3,2,0,3,64,0.2,0.4,1e-04,64,30,0.271844655275345,18
32,5,2,0,3,64,0.2,0.4,1e-04,64,30,0.242718443274498,17
64,5,2,0,3,64,0.2,0.4,1e-04,64,30,0.446601927280426,26
128,5,2,0,3,64,0.2,0.4,1e-04,64,30,0.203883498907089,30
32,7,2,0,3,64,0.2,0.4,1e-04,64,30,0.427184462547302,26
64,7,2,0,3,64,0.2,0.4,1e-04,64,30,0.281553387641907,16
128,7,2,0,3,64,0.2,0.4,1e-04,64,30,0.242718443274498,16
32,3,2,64,3,64,0.2,0.4,1e-04,64,30,0.330097079277039,18
64,3,2,64,3,64,0.2,0.4,1e-04,64,30,0.485436886548996,30
32,5,2,64,3,64,0.2,0.4,1e-04,64,30,0.436893194913864,30
64,5,2,64,3,64,0.2,0.4,1e-04,64,30,0.45631068944931,30
32,7,2,64,3,64,0.2,0.4,1e-04,64,30,0.194174751639366,16
64,7,2,64,3,64,0.2,0.4,1e-04,64,30,0.436893194913864,21
32,3,2,128,3,64,0.2,0.4,1e-04,64,30,0.165048539638519,18
64,3,2,128,3,64,0.2,0.4,1e-04,64,30,0.485436886548996,23
128,3,2,128,3,64,0.2,0.4,1e-04,64,30,0.485436886548996,22
32,5,2,128,3,64,0.2,0.4,1e-04,64,30,0.436893194913864,30
64,5,2,128,3,64,0.2,0.4,1e-04,64,30,0.262135922908783,19
128,5,2,128,3,64,0.2,0.4,1e-04,64,30,0.485436886548996,19
32,7,2,128,3,64,0.2,0.4,1e-04,64,30,0.223300963640213,16
64,7,2,128,3,64,0.2,0.4,1e-04,64,30,0.3398058116436,16
128,7,2,128,3,64,0.2,0.4,1e-04,64,30,0.223300963640213,16
32,3,2,64,5,64,0.2,0.4,1e-04,64,30,0.446601927280426,30
64,3,2,64,5,64,0.2,0.4,1e-04,64,30,0.3398058116436,19
32,5,2,64,5,64,0.2,0.4,1e-04,64,30,0.3398058116436,17
64,5,2,64,5,64,0.2,0.4,1e-04,64,30,0.398058265447617,30
32,7,2,64,5,64,0.2,0.4,1e-04,64,30,0.41747573018074,16
64,7,2,64,5,64,0.2,0.4,1e-04,64,30,0.446601927280426,19
32,3,2,128,5,64,0.2,0.4,1e-04,64,30,0.300970882177353,19
64,3,2,128,5,64,0.2,0.4,1e-04,64,30,0.45631068944931,24
128,3,2,128,5,64,0.2,0.4,1e-04,64,30,0.194174751639366,17
32,5,2,128,5,64,0.2,0.4,1e-04,64,30,0.446601927280426,30
64,5,2,128,5,64,0.2,0.4,1e-04,64,30,0.407766997814178,30
128,5,2,128,5,64,0.2,0.4,1e-04,64,30,0.485436886548996,22
32,7,2,128,5,64,0.2,0.4,1e-04,64,30,0.407766997814178,30
64,7,2,128,5,64,0.2,0.4,1e-04,64,30,0.291262149810791,18
128,7,2,128,5,64,0.2,0.4,1e-04,64,30,0.446601927280426,20
32,3,2,0,3,128,0.2,0.4,1e-04,64,30,0.398058265447617,30
64,3,2,0,3,128,0.2,0.4,1e-04,64,30,0.242718443274498,16
128,3,2,0,3,128,0.2,0.4,1e-04,64,30,0.398058265447617,16
32,5,2,0,3,128,0.2,0.4,1e-04,64,30,0.310679614543915,16
64,5,2,0,3,128,0.2,0.4,1e-04,64,30,0.514563083648682,30
128,5,2,0,3,128,0.2,0.4,1e-04,64,30,0.475728154182434,30
32,7,2,0,3,128,0.2,0.4,1e-04,64,30,0.3398058116436,20
64,7,2,0,3,128,0.2,0.4,1e-04,64,30,0.466019421815872,24
128,7,2,0,3,128,0.2,0.4,1e-04,64,30,0.388349503278732,30
32,3,2,64,3,128,0.2,0.4,1e-04,64,30,0.45631068944931,19
64,3,2,64,3,128,0.2,0.4,1e-04,64,30,0.252427190542221,16
32,5,2,64,3,128,0.2,0.4,1e-04,64,30,0.45631068944931,30
64,5,2,64,3,128,0.2,0.4,1e-04,64,30,0.466019421815872,28
32,7,2,64,3,128,0.2,0.4,1e-04,64,30,0.436893194913864,23
64,7,2,64,3,128,0.2,0.4,1e-04,64,30,0.436893194913864,30
32,3,2,128,3,128,0.2,0.4,1e-04,64,30,0.37864077091217,16
64,3,2,128,3,128,0.2,0.4,1e-04,64,30,0.252427190542221,18
128,3,2,128,3,128,0.2,0.4,1e-04,64,30,0.45631068944931,30
32,5,2,128,3,128,0.2,0.4,1e-04,64,30,0.475728154182434,22
64,5,2,128,3,128,0.2,0.4,1e-04,64,30,0.466019421815872,18
128,5,2,128,3,128,0.2,0.4,1e-04,64,30,0.242718443274498,17
32,7,2,128,3,128,0.2,0.4,1e-04,64,30,0.466019421815872,30
64,7,2,128,3,128,0.2,0.4,1e-04,64,30,0.446601927280426,16
128,7,2,128,3,128,0.2,0.4,1e-04,64,30,0.446601927280426,19
32,3,2,64,5,128,0.2,0.4,1e-04,64,30,0.466019421815872,30
64,3,2,64,5,128,0.2,0.4,1e-04,64,30,0.466019421815872,30
32,5,2,64,5,128,0.2,0.4,1e-04,64,30,0.436893194913864,30
64,5,2,64,5,128,0.2,0.4,1e-04,64,30,0.475728154182434,30
32,7,2,64,5,128,0.2,0.4,1e-04,64,30,0.475728154182434,30
64,7,2,64,5,128,0.2,0.4,1e-04,64,30,0.310679614543915,16
32,3,2,128,5,128,0.2,0.4,1e-04,64,30,0.45631068944931,26
64,3,2,128,5,128,0.2,0.4,1e-04,64,30,0.446601927280426,30
128,3,2,128,5,128,0.2,0.4,1e-04,64,30,0.252427190542221,17
32,5,2,128,5,128,0.2,0.4,1e-04,64,30,0.45631068944931,25
64,5,2,128,5,128,0.2,0.4,1e-04,64,30,0.466019421815872,24
128,5,2,128,5,128,0.2,0.4,1e-04,64,30,0.262135922908783,17
32,7,2,128,5,128,0.2,0.4,1e-04,64,30,0.446601927280426,19
64,7,2,128,5,128,0.2,0.4,1e-04,64,30,0.436893194913864,19
128,7,2,128,5,128,0.2,0.4,1e-04,64,30,0.45631068944931,24
32,3,2,0,3,256,0.2,0.4,1e-04,64,30,0.436893194913864,23
64,3,2,0,3,256,0.2,0.4,1e-04,64,30,0.495145618915558,30
128,3,2,0,3,256,0.2,0.4,1e-04,64,30,0.475728154182434,20
32,5,2,0,3,256,0.2,0.4,1e-04,64,30,0.436893194913864,16
64,5,2,0,3,256,0.2,0.4,1e-04,64,30,0.485436886548996,23
128,5,2,0,3,256,0.2,0.4,1e-04,64,30,0.466019421815872,20
32,7,2,0,3,256,0.2,0.4,1e-04,64,30,0.407766997814178,16
64,7,2,0,3,256,0.2,0.4,1e-04,64,30,0.475728154182434,30
128,7,2,0,3,256,0.2,0.4,1e-04,64,30,0.485436886548996,28
32,3,2,64,3,256,0.2,0.4,1e-04,64,30,0.3398058116436,19
64,3,2,64,3,256,0.2,0.4,1e-04,64,30,0.446601927280426,22
32,5,2,64,3,256,0.2,0.4,1e-04,64,30,0.485436886548996,25
64,5,2,64,3,256,0.2,0.4,1e-04,64,30,0.436893194913864,25
32,7,2,64,3,256,0.2,0.4,1e-04,64,30,0.475728154182434,23
64,7,2,64,3,256,0.2,0.4,1e-04,64,30,0.475728154182434,22
32,3,2,128,3,256,0.2,0.4,1e-04,64,30,0.475728154182434,20
64,3,2,128,3,256,0.2,0.4,1e-04,64,30,0.475728154182434,19
128,3,2,128,3,256,0.2,0.4,1e-04,64,30,0.300970882177353,30
32,5,2,128,3,256,0.2,0.4,1e-04,64,30,0.436893194913864,23
64,5,2,128,3,256,0.2,0.4,1e-04,64,30,0.446601927280426,24
128,5,2,128,3,256,0.2,0.4,1e-04,64,30,0.485436886548996,18
32,7,2,128,3,256,0.2,0.4,1e-04,64,30,0.466019421815872,30
64,7,2,128,3,256,0.2,0.4,1e-04,64,30,0.446601927280426,19
128,7,2,128,3,256,0.2,0.4,1e-04,64,30,0.436893194913864,18
32,3,2,64,5,256,0.2,0.4,1e-04,64,30,0.446601927280426,23
64,3,2,64,5,256,0.2,0.4,1e-04,64,30,0.436893194913864,19
32,5,2,64,5,256,0.2,0.4,1e-04,64,30,0.466019421815872,19
64,5,2,64,5,256,0.2,0.4,1e-04,64,30,0.495145618915558,18
32,7,2,64,5,256,0.2,0.4,1e-04,64,30,0.466019421815872,23
64,7,2,64,5,256,0.2,0.4,1e-04,64,30,0.495145618915558,30
32,3,2,128,5,256,0.2,0.4,1e-04,64,30,0.45631068944931,19
64,3,2,128,5,256,0.2,0.4,1e-04,64,30,0.45631068944931,24
128,3,2,128,5,256,0.2,0.4,1e-04,64,30,0.45631068944931,20
32,5,2,128,5,256,0.2,0.4,1e-04,64,30,0.446601927280426,20
64,5,2,128,5,256,0.2,0.4,1e-04,64,30,0.436893194913864,30
128,5,2,128,5,256,0.2,0.4,1e-04,64,30,0.45631068944931,22
32,7,2,128,5,256,0.2,0.4,1e-04,64,30,0.446601927280426,20
64,7,2,128,5,256,0.2,0.4,1e-04,64,30,0.504854381084442,18
128,7,2,128,5,256,0.2,0.4,1e-04,64,30,0.45631068944931,19
32,3,2,0,3,64,0.3,0.4,1e-04,64,30,0.495145618915558,24
64,3,2,0,3,64,0.3,0.4,1e-04,64,30,0.485436886548996,30
128,3,2,0,3,64,0.3,0.4,1e-04,64,30,0.223300963640213,30
32,5,2,0,3,64,0.3,0.4,1e-04,64,30,0.3398058116436,17
64,5,2,0,3,64,0.3,0.4,1e-04,64,30,0.291262149810791,20
128,5,2,0,3,64,0.3,0.4,1e-04,64,30,0.223300963640213,17
32,7,2,0,3,64,0.3,0.4,1e-04,64,30,0.349514573812485,16
64,7,2,0,3,64,0.3,0.4,1e-04,64,30,0.446601927280426,30
128,7,2,0,3,64,0.3,0.4,1e-04,64,30,0.330097079277039,16
32,3,2,64,3,64,0.3,0.4,1e-04,64,30,0.446601927280426,30
64,3,2,64,3,64,0.3,0.4,1e-04,64,30,0.242718443274498,16
32,5,2,64,3,64,0.3,0.4,1e-04,64,30,0.300970882177353,16
64,5,2,64,3,64,0.3,0.4,1e-04,64,30,0.466019421815872,25
32,7,2,64,3,64,0.3,0.4,1e-04,64,30,0.349514573812485,16
64,7,2,64,3,64,0.3,0.4,1e-04,64,30,0.233009710907936,17
32,3,2,128,3,64,0.3,0.4,1e-04,64,30,0.466019421815872,21
64,3,2,128,3,64,0.3,0.4,1e-04,64,30,0.485436886548996,20
128,3,2,128,3,64,0.3,0.4,1e-04,64,30,0.126213595271111,17
32,5,2,128,3,64,0.3,0.4,1e-04,64,30,0.223300963640213,18
64,5,2,128,3,64,0.3,0.4,1e-04,64,30,0.495145618915558,27
128,5,2,128,3,64,0.3,0.4,1e-04,64,30,0.495145618915558,30
32,7,2,128,3,64,0.3,0.4,1e-04,64,30,0.466019421815872,30
64,7,2,128,3,64,0.3,0.4,1e-04,64,30,0.262135922908783,19
128,7,2,128,3,64,0.3,0.4,1e-04,64,30,0.45631068944931,22
32,3,2,64,5,64,0.3,0.4,1e-04,64,30,0.388349503278732,30
64,3,2,64,5,64,0.3,0.4,1e-04,64,30,0.45631068944931,30
32,5,2,64,5,64,0.3,0.4,1e-04,64,30,0.446601927280426,30
64,5,2,64,5,64,0.3,0.4,1e-04,64,30,0.194174751639366,16
32,7,2,64,5,64,0.3,0.4,1e-04,64,30,0.233009710907936,16
64,7,2,64,5,64,0.3,0.4,1e-04,64,30,0.233009710907936,16
32,3,2,128,5,64,0.3,0.4,1e-04,64,30,0.41747573018074,18
64,3,2,128,5,64,0.3,0.4,1e-04,64,30,0.446601927280426,30
128,3,2,128,5,64,0.3,0.4,1e-04,64,30,0.485436886548996,20
32,5,2,128,5,64,0.3,0.4,1e-04,64,30,0.436893194913864,27
64,5,2,128,5,64,0.3,0.4,1e-04,64,30,0.524271845817566,25
128,5,2,128,5,64,0.3,0.4,1e-04,64,30,0.446601927280426,18
32,7,2,128,5,64,0.3,0.4,1e-04,64,30,0.475728154182434,24
64,7,2,128,5,64,0.3,0.4,1e-04,64,30,0.300970882177353,18
128,7,2,128,5,64,0.3,0.4,1e-04,64,30,0.223300963640213,16
32,3,2,0,3,128,0.3,0.4,1e-04,64,30,0.485436886548996,30
64,3,2,0,3,128,0.3,0.4,1e-04,64,30,0.45631068944931,27
128,3,2,0,3,128,0.3,0.4,1e-04,64,30,0.388349503278732,26
32,5,2,0,3,128,0.3,0.4,1e-04,64,30,0.368932038545609,16
64,5,2,0,3,128,0.3,0.4,1e-04,64,30,0.446601927280426,28
128,5,2,0,3,128,0.3,0.4,1e-04,64,30,0.223300963640213,20
32,7,2,0,3,128,0.3,0.4,1e-04,64,30,0.446601927280426,30
64,7,2,0,3,128,0.3,0.4,1e-04,64,30,0.223300963640213,16
128,7,2,0,3,128,0.3,0.4,1e-04,64,30,0.388349503278732,16
32,3,2,64,3,128,0.3,0.4,1e-04,64,30,0.349514573812485,16
64,3,2,64,3,128,0.3,0.4,1e-04,64,30,0.45631068944931,30
32,5,2,64,3,128,0.3,0.4,1e-04,64,30,0.436893194913864,30
64,5,2,64,3,128,0.3,0.4,1e-04,64,30,0.45631068944931,30
32,7,2,64,3,128,0.3,0.4,1e-04,64,30,0.388349503278732,16
64,7,2,64,3,128,0.3,0.4,1e-04,64,30,0.446601927280426,18
32,3,2,128,3,128,0.3,0.4,1e-04,64,30,0.446601927280426,16
64,3,2,128,3,128,0.3,0.4,1e-04,64,30,0.446601927280426,30
128,3,2,128,3,128,0.3,0.4,1e-04,64,30,0.45631068944931,18
32,5,2,128,3,128,0.3,0.4,1e-04,64,30,0.407766997814178,30
64,5,2,128,3,128,0.3,0.4,1e-04,64,30,0.45631068944931,21
128,5,2,128,3,128,0.3,0.4,1e-04,64,30,0.436893194913864,29
32,7,2,128,3,128,0.3,0.4,1e-04,64,30,0.485436886548996,30
64,7,2,128,3,128,0.3,0.4,1e-04,64,30,0.446601927280426,21
128,7,2,128,3,128,0.3,0.4,1e-04,64,30,0.436893194913864,19
32,3,2,64,5,128,0.3,0.4,1e-04,64,30,0.436893194913864,23
64,3,2,64,5,128,0.3,0.4,1e-04,64,30,0.485436886548996,30
32,5,2,64,5,128,0.3,0.4,1e-04,64,30,0.475728154182434,19
64,5,2,64,5,128,0.3,0.4,1e-04,64,30,0.446601927280426,24
32,7,2,64,5,128,0.3,0.4,1e-04,64,30,0.495145618915558,20
64,7,2,64,5,128,0.3,0.4,1e-04,64,30,0.252427190542221,16
32,3,2,128,5,128,0.3,0.4,1e-04,64,30,0.446601927280426,30
64,3,2,128,5,128,0.3,0.4,1e-04,64,30,0.446601927280426,27
128,3,2,128,5,128,0.3,0.4,1e-04,64,30,0.446601927280426,19
32,5,2,128,5,128,0.3,0.4,1e-04,64,30,0.45631068944931,30
64,5,2,128,5,128,0.3,0.4,1e-04,64,30,0.45631068944931,21
128,5,2,128,5,128,0.3,0.4,1e-04,64,30,0.45631068944931,22
32,7,2,128,5,128,0.3,0.4,1e-04,64,30,0.485436886548996,30
64,7,2,128,5,128,0.3,0.4,1e-04,64,30,0.475728154182434,22
128,7,2,128,5,128,0.3,0.4,1e-04,64,30,0.194174751639366,18
32,3,2,0,3,256,0.3,0.4,1e-04,64,30,0.495145618915558,27
64,3,2,0,3,256,0.3,0.4,1e-04,64,30,0.436893194913864,16
128,3,2,0,3,256,0.3,0.4,1e-04,64,30,0.436893194913864,30
32,5,2,0,3,256,0.3,0.4,1e-04,64,30,0.45631068944931,30
64,5,2,0,3,256,0.3,0.4,1e-04,64,30,0.45631068944931,20
128,5,2,0,3,256,0.3,0.4,1e-04,64,30,0.475728154182434,28
32,7,2,0,3,256,0.3,0.4,1e-04,64,30,0.495145618915558,25
64,7,2,0,3,256,0.3,0.4,1e-04,64,30,0.446601927280426,21
128,7,2,0,3,256,0.3,0.4,1e-04,64,30,0.45631068944931,20
32,3,2,64,3,256,0.3,0.4,1e-04,64,30,0.436893194913864,22
64,3,2,64,3,256,0.3,0.4,1e-04,64,30,0.436893194913864,30
32,5,2,64,3,256,0.3,0.4,1e-04,64,30,0.466019421815872,19
64,5,2,64,3,256,0.3,0.4,1e-04,64,30,0.436893194913864,27
32,7,2,64,3,256,0.3,0.4,1e-04,64,30,0.466019421815872,22
64,7,2,64,3,256,0.3,0.4,1e-04,64,30,0.446601927280426,25
32,3,2,128,3,256,0.3,0.4,1e-04,64,30,0.252427190542221,18
64,3,2,128,3,256,0.3,0.4,1e-04,64,30,0.436893194913864,17
128,3,2,128,3,256,0.3,0.4,1e-04,64,30,0.398058265447617,30
32,5,2,128,3,256,0.3,0.4,1e-04,64,30,0.466019421815872,23
64,5,2,128,3,256,0.3,0.4,1e-04,64,30,0.466019421815872,19
128,5,2,128,3,256,0.3,0.4,1e-04,64,30,0.485436886548996,18
32,7,2,128,3,256,0.3,0.4,1e-04,64,30,0.466019421815872,19
64,7,2,128,3,256,0.3,0.4,1e-04,64,30,0.45631068944931,22
128,7,2,128,3,256,0.3,0.4,1e-04,64,30,0.194174751639366,19
32,3,2,64,5,256,0.3,0.4,1e-04,64,30,0.436893194913864,27
64,3,2,64,5,256,0.3,0.4,1e-04,64,30,0.436893194913864,27
32,5,2,64,5,256,0.3,0.4,1e-04,64,30,0.45631068944931,21
64,5,2,64,5,256,0.3,0.4,1e-04,64,30,0.475728154182434,18
32,7,2,64,5,256,0.3,0.4,1e-04,64,30,0.485436886548996,30
64,7,2,64,5,256,0.3,0.4,1e-04,64,30,0.475728154182434,25
32,3,2,128,5,256,0.3,0.4,1e-04,64,30,0.475728154182434,20
64,3,2,128,5,256,0.3,0.4,1e-04,64,30,0.45631068944931,24
128,3,2,128,5,256,0.3,0.4,1e-04,64,30,0.475728154182434,18
32,5,2,128,5,256,0.3,0.4,1e-04,64,30,0.485436886548996,21
64,5,2,128,5,256,0.3,0.4,1e-04,64,30,0.495145618915558,19
128,5,2,128,5,256,0.3,0.4,1e-04,64,30,0.45631068944931,19
32,7,2,128,5,256,0.3,0.4,1e-04,64,30,0.436893194913864,27
64,7,2,128,5,256,0.3,0.4,1e-04,64,30,0.436893194913864,21
128,7,2,128,5,256,0.3,0.4,1e-04,64,30,0.485436886548996,21
32,3,2,0,3,64,0.4,0.4,1e-04,64,30,0.436893194913864,16
64,3,2,0,3,64,0.4,0.4,1e-04,64,30,0.320388346910477,22
128,3,2,0,3,64,0.4,0.4,1e-04,64,30,0.368932038545609,16
32,5,2,0,3,64,0.4,0.4,1e-04,64,30,0.388349503278732,18
64,5,2,0,3,64,0.4,0.4,1e-04,64,30,0.310679614543915,16
128,5,2,0,3,64,0.4,0.4,1e-04,64,30,0.475728154182434,28
32,7,2,0,3,64,0.4,0.4,1e-04,64,30,0.446601927280426,26
64,7,2,0,3,64,0.4,0.4,1e-04,64,30,0.368932038545609,16
128,7,2,0,3,64,0.4,0.4,1e-04,64,30,0.271844655275345,30
32,3,2,64,3,64,0.4,0.4,1e-04,64,30,0.436893194913864,30
64,3,2,64,3,64,0.4,0.4,1e-04,64,30,0.398058265447617,30
32,5,2,64,3,64,0.4,0.4,1e-04,64,30,0.126213595271111,19
64,5,2,64,3,64,0.4,0.4,1e-04,64,30,0.252427190542221,24
32,7,2,64,3,64,0.4,0.4,1e-04,64,30,0.310679614543915,16
64,7,2,64,3,64,0.4,0.4,1e-04,64,30,0.203883498907089,26
32,3,2,128,3,64,0.4,0.4,1e-04,64,30,0.436893194913864,26
64,3,2,128,3,64,0.4,0.4,1e-04,64,30,0.41747573018074,30
128,3,2,128,3,64,0.4,0.4,1e-04,64,30,0.233009710907936,17
32,5,2,128,3,64,0.4,0.4,1e-04,64,30,0.106796115636826,16
64,5,2,128,3,64,0.4,0.4,1e-04,64,30,0.45631068944931,26
128,5,2,128,3,64,0.4,0.4,1e-04,64,30,0.475728154182434,17
32,7,2,128,3,64,0.4,0.4,1e-04,64,30,0.436893194913864,16
64,7,2,128,3,64,0.4,0.4,1e-04,64,30,0.262135922908783,16
128,7,2,128,3,64,0.4,0.4,1e-04,64,30,0.485436886548996,20
32,3,2,64,5,64,0.4,0.4,1e-04,64,30,0.106796115636826,16
64,3,2,64,5,64,0.4,0.4,1e-04,64,30,0.41747573018074,16
32,5,2,64,5,64,0.4,0.4,1e-04,64,30,0.359223306179047,16
64,5,2,64,5,64,0.4,0.4,1e-04,64,30,0.475728154182434,24
32,7,2,64,5,64,0.4,0.4,1e-04,64,30,0.436893194913864,26
64,7,2,64,5,64,0.4,0.4,1e-04,64,30,0.436893194913864,30
32,3,2,128,5,64,0.4,0.4,1e-04,64,30,0.504854381084442,30
64,3,2,128,5,64,0.4,0.4,1e-04,64,30,0.475728154182434,20
128,3,2,128,5,64,0.4,0.4,1e-04,64,30,0.262135922908783,18
32,5,2,128,5,64,0.4,0.4,1e-04,64,30,0.41747573018074,21
64,5,2,128,5,64,0.4,0.4,1e-04,64,30,0.446601927280426,25
128,5,2,128,5,64,0.4,0.4,1e-04,64,30,0.45631068944931,29
32,7,2,128,5,64,0.4,0.4,1e-04,64,30,0.37864077091217,16
64,7,2,128,5,64,0.4,0.4,1e-04,64,30,0.485436886548996,19
128,7,2,128,5,64,0.4,0.4,1e-04,64,30,0.436893194913864,25
32,3,2,0,3,128,0.4,0.4,1e-04,64,30,0.271844655275345,25
64,3,2,0,3,128,0.4,0.4,1e-04,64,30,0.446601927280426,30
128,3,2,0,3,128,0.4,0.4,1e-04,64,30,0.213592231273651,19
32,5,2,0,3,128,0.4,0.4,1e-04,64,30,0.475728154182434,30
64,5,2,0,3,128,0.4,0.4,1e-04,64,30,0.398058265447617,30
128,5,2,0,3,128,0.4,0.4,1e-04,64,30,0.495145618915558,29
32,7,2,0,3,128,0.4,0.4,1e-04,64,30,0.320388346910477,21
64,7,2,0,3,128,0.4,0.4,1e-04,64,30,0.310679614543915,25
128,7,2,0,3,128,0.4,0.4,1e-04,64,30,0.252427190542221,21
32,3,2,64,3,128,0.4,0.4,1e-04,64,30,0.427184462547302,16
64,3,2,64,3,128,0.4,0.4,1e-04,64,30,0.213592231273651,19
32,5,2,64,3,128,0.4,0.4,1e-04,64,30,0.436893194913864,24
64,5,2,64,3,128,0.4,0.4,1e-04,64,30,0.388349503278732,30
32,7,2,64,3,128,0.4,0.4,1e-04,64,30,0.436893194913864,22
64,7,2,64,3,128,0.4,0.4,1e-04,64,30,0.495145618915558,29
32,3,2,128,3,128,0.4,0.4,1e-04,64,30,0.466019421815872,30
64,3,2,128,3,128,0.4,0.4,1e-04,64,30,0.398058265447617,30
128,3,2,128,3,128,0.4,0.4,1e-04,64,30,0.436893194913864,20
32,5,2,128,3,128,0.4,0.4,1e-04,64,30,0.495145618915558,20
64,5,2,128,3,128,0.4,0.4,1e-04,64,30,0.45631068944931,20
128,5,2,128,3,128,0.4,0.4,1e-04,64,30,0.436893194913864,30
32,7,2,128,3,128,0.4,0.4,1e-04,64,30,0.504854381084442,24
64,7,2,128,3,128,0.4,0.4,1e-04,64,30,0.45631068944931,26
128,7,2,128,3,128,0.4,0.4,1e-04,64,30,0.495145618915558,19
32,3,2,64,5,128,0.4,0.4,1e-04,64,30,0.45631068944931,30
64,3,2,64,5,128,0.4,0.4,1e-04,64,30,0.359223306179047,30
32,5,2,64,5,128,0.4,0.4,1e-04,64,30,0.475728154182434,22
64,5,2,64,5,128,0.4,0.4,1e-04,64,30,0.281553387641907,17
32,7,2,64,5,128,0.4,0.4,1e-04,64,30,0.485436886548996,23
64,7,2,64,5,128,0.4,0.4,1e-04,64,30,0.446601927280426,21
32,3,2,128,5,128,0.4,0.4,1e-04,64,30,0.45631068944931,27
64,3,2,128,5,128,0.4,0.4,1e-04,64,30,0.466019421815872,24
128,3,2,128,5,128,0.4,0.4,1e-04,64,30,0.45631068944931,19
32,5,2,128,5,128,0.4,0.4,1e-04,64,30,0.485436886548996,21
64,5,2,128,5,128,0.4,0.4,1e-04,64,30,0.485436886548996,28
128,5,2,128,5,128,0.4,0.4,1e-04,64,30,0.466019421815872,22
32,7,2,128,5,128,0.4,0.4,1e-04,64,30,0.485436886548996,28
64,7,2,128,5,128,0.4,0.4,1e-04,64,30,0.475728154182434,26
128,7,2,128,5,128,0.4,0.4,1e-04,64,30,0.475728154182434,25
32,3,2,0,3,256,0.4,0.4,1e-04,64,30,0.436893194913864,26
64,3,2,0,3,256,0.4,0.4,1e-04,64,30,0.495145618915558,30
128,3,2,0,3,256,0.4,0.4,1e-04,64,30,0.436893194913864,30
32,5,2,0,3,256,0.4,0.4,1e-04,64,30,0.45631068944931,28
64,5,2,0,3,256,0.4,0.4,1e-04,64,30,0.407766997814178,30
128,5,2,0,3,256,0.4,0.4,1e-04,64,30,0.223300963640213,18
32,7,2,0,3,256,0.4,0.4,1e-04,64,30,0.446601927280426,30
64,7,2,0,3,256,0.4,0.4,1e-04,64,30,0.330097079277039,16
128,7,2,0,3,256,0.4,0.4,1e-04,64,30,0.45631068944931,30
32,3,2,64,3,256,0.4,0.4,1e-04,64,30,0.446601927280426,19
64,3,2,64,3,256,0.4,0.4,1e-04,64,30,0.446601927280426,22
32,5,2,64,3,256,0.4,0.4,1e-04,64,30,0.495145618915558,24
64,5,2,64,3,256,0.4,0.4,1e-04,64,30,0.436893194913864,23
32,7,2,64,3,256,0.4,0.4,1e-04,64,30,0.436893194913864,25
64,7,2,64,3,256,0.4,0.4,1e-04,64,30,0.45631068944931,19
32,3,2,128,3,256,0.4,0.4,1e-04,64,30,0.475728154182434,19
64,3,2,128,3,256,0.4,0.4,1e-04,64,30,0.466019421815872,18
128,3,2,128,3,256,0.4,0.4,1e-04,64,30,0.495145618915558,30
32,5,2,128,3,256,0.4,0.4,1e-04,64,30,0.485436886548996,26
64,5,2,128,3,256,0.4,0.4,1e-04,64,30,0.436893194913864,22
128,5,2,128,3,256,0.4,0.4,1e-04,64,30,0.485436886548996,17
32,7,2,128,3,256,0.4,0.4,1e-04,64,30,0.45631068944931,23
64,7,2,128,3,256,0.4,0.4,1e-04,64,30,0.436893194913864,19
128,7,2,128,3,256,0.4,0.4,1e-04,64,30,0.436893194913864,24
32,3,2,64,5,256,0.4,0.4,1e-04,64,30,0.45631068944931,19
64,3,2,64,5,256,0.4,0.4,1e-04,64,30,0.45631068944931,19
32,5,2,64,5,256,0.4,0.4,1e-04,64,30,0.45631068944931,30
64,5,2,64,5,256,0.4,0.4,1e-04,64,30,0.466019421815872,19
32,7,2,64,5,256,0.4,0.4,1e-04,64,30,0.446601927280426,21
64,7,2,64,5,256,0.4,0.4,1e-04,64,30,0.45631068944931,23
32,3,2,128,5,256,0.4,0.4,1e-04,64,30,0.436893194913864,25
64,3,2,128,5,256,0.4,0.4,1e-04,64,30,0.427184462547302,22
128,3,2,128,5,256,0.4,0.4,1e-04,64,30,0.45631068944931,19
32,5,2,128,5,256,0.4,0.4,1e-04,64,30,0.485436886548996,28
64,5,2,128,5,256,0.4,0.4,1e-04,64,30,0.475728154182434,23
128,5,2,128,5,256,0.4,0.4,1e-04,64,30,0.475728154182434,30
32,7,2,128,5,256,0.4,0.4,1e-04,64,30,0.475728154182434,20
64,7,2,128,5,256,0.4,0.4,1e-04,64,30,0.45631068944931,18
