"units1","units2","dropout_rate1","dropout_rate2","learning_rate","batch_size","epochs","val_accuracy","num_actual_epochs"
256,128,0.4,0.3,0.01,16,50,0.553398072719574,44
64,32,0.2,0.4,0.01,16,50,0.563106775283813,39
128,32,0.2,0.4,0.01,16,50,0.553398072719574,32
256,32,0.2,0.4,0.01,16,50,0.553398072719574,32
64,64,0.2,0.4,0.01,16,50,0.572815537452698,32
128,64,0.2,0.4,0.01,16,50,0.53398060798645,21
256,64,0.2,0.4,0.01,16,50,0.592233002185822,28
128,128,0.2,0.4,0.01,16,50,0.553398072719574,36
256,128,0.2,0.4,0.01,16,50,0.563106775283813,43
64,32,0.3,0.4,0.01,16,50,0.553398072719574,24
128,32,0.3,0.4,0.01,16,50,0.582524299621582,29
256,32,0.3,0.4,0.01,16,50,0.54368931055069,31
64,64,0.3,0.4,0.01,16,50,0.53398060798645,22
128,64,0.3,0.4,0.01,16,50,0.54368931055069,35
256,64,0.3,0.4,0.01,16,50,0.524271845817566,22
128,128,0.3,0.4,0.01,16,50,0.553398072719574,42
256,128,0.3,0.4,0.01,16,50,0.54368931055069,43
64,32,0.4,0.4,0.01,16,50,0.572815537452698,41
128,32,0.4,0.4,0.01,16,50,0.553398072719574,33
256,32,0.4,0.4,0.01,16,50,0.54368931055069,30
64,64,0.4,0.4,0.01,16,50,0.54368931055069,30
128,64,0.4,0.4,0.01,16,50,0.553398072719574,28
256,64,0.4,0.4,0.01,16,50,0.54368931055069,39
128,128,0.4,0.4,0.01,16,50,0.54368931055069,24
256,128,0.4,0.4,0.01,16,50,0.592233002185822,35
64,32,0.2,0.2,0.001,16,50,0.563106775283813,31
128,32,0.2,0.2,0.001,16,50,0.504854381084442,32
256,32,0.2,0.2,0.001,16,50,0.514563083648682,28
64,64,0.2,0.2,0.001,16,50,0.53398060798645,29
128,64,0.2,0.2,0.001,16,50,0.514563083648682,20
256,64,0.2,0.2,0.001,16,50,0.514563083648682,34
128,128,0.2,0.2,0.001,16,50,0.524271845817566,25
256,128,0.2,0.2,0.001,16,50,0.504854381084442,29
64,32,0.3,0.2,0.001,16,50,0.553398072719574,26
128,32,0.3,0.2,0.001,16,50,0.495145618915558,25
256,32,0.3,0.2,0.001,16,50,0.524271845817566,42
64,64,0.3,0.2,0.001,16,50,0.53398060798645,33
128,64,0.3,0.2,0.001,16,50,0.53398060798645,30
256,64,0.3,0.2,0.001,16,50,0.553398072719574,28
128,128,0.3,0.2,0.001,16,50,0.524271845817566,29
256,128,0.3,0.2,0.001,16,50,0.524271845817566,30
64,32,0.4,0.2,0.001,16,50,0.54368931055069,32
128,32,0.4,0.2,0.001,16,50,0.524271845817566,29
256,32,0.4,0.2,0.001,16,50,0.504854381084442,50
64,64,0.4,0.2,0.001,16,50,0.524271845817566,23
128,64,0.4,0.2,0.001,16,50,0.53398060798645,34
256,64,0.4,0.2,0.001,16,50,0.54368931055069,21
128,128,0.4,0.2,0.001,16,50,0.53398060798645,34
256,128,0.4,0.2,0.001,16,50,0.524271845817566,19
64,32,0.2,0.3,0.001,16,50,0.514563083648682,30
128,32,0.2,0.3,0.001,16,50,0.53398060798645,26
256,32,0.2,0.3,0.001,16,50,0.53398060798645,31
64,64,0.2,0.3,0.001,16,50,0.524271845817566,23
128,64,0.2,0.3,0.001,16,50,0.54368931055069,44
256,64,0.2,0.3,0.001,16,50,0.495145618915558,21
128,128,0.2,0.3,0.001,16,50,0.495145618915558,26
256,128,0.2,0.3,0.001,16,50,0.504854381084442,25
64,32,0.3,0.3,0.001,16,50,0.53398060798645,44
128,32,0.3,0.3,0.001,16,50,0.563106775283813,38
256,32,0.3,0.3,0.001,16,50,0.53398060798645,25
64,64,0.3,0.3,0.001,16,50,0.504854381084442,21
128,64,0.3,0.3,0.001,16,50,0.514563083648682,40
256,64,0.3,0.3,0.001,16,50,0.514563083648682,26
128,128,0.3,0.3,0.001,16,50,0.504854381084442,21
256,128,0.3,0.3,0.001,16,50,0.485436886548996,24
64,32,0.4,0.3,0.001,16,50,0.53398060798645,43
128,32,0.4,0.3,0.001,16,50,0.504854381084442,35
256,32,0.4,0.3,0.001,16,50,0.504854381084442,28
64,64,0.4,0.3,0.001,16,50,0.466019421815872,26
128,64,0.4,0.3,0.001,16,50,0.524271845817566,39
256,64,0.4,0.3,0.001,16,50,0.514563083648682,29
128,128,0.4,0.3,0.001,16,50,0.514563083648682,21
256,128,0.4,0.3,0.001,16,50,0.514563083648682,33
64,32,0.2,0.4,0.001,16,50,0.54368931055069,42
128,32,0.2,0.4,0.001,16,50,0.524271845817566,35
256,32,0.2,0.4,0.001,16,50,0.485436886548996,24
64,64,0.2,0.4,0.001,16,50,0.514563083648682,24
128,64,0.2,0.4,0.001,16,50,0.524271845817566,21
256,64,0.2,0.4,0.001,16,50,0.524271845817566,34
128,128,0.2,0.4,0.001,16,50,0.524271845817566,23
256,128,0.2,0.4,0.001,16,50,0.53398060798645,27
64,32,0.3,0.4,0.001,16,50,0.553398072719574,39
128,32,0.3,0.4,0.001,16,50,0.495145618915558,17
256,32,0.3,0.4,0.001,16,50,0.485436886548996,23
64,64,0.3,0.4,0.001,16,50,0.524271845817566,32
128,64,0.3,0.4,0.001,16,50,0.504854381084442,25
256,64,0.3,0.4,0.001,16,50,0.53398060798645,35
128,128,0.3,0.4,0.001,16,50,0.504854381084442,27
256,128,0.3,0.4,0.001,16,50,0.485436886548996,30
64,32,0.4,0.4,0.001,16,50,0.563106775283813,39
128,32,0.4,0.4,0.001,16,50,0.514563083648682,41
256,32,0.4,0.4,0.001,16,50,0.514563083648682,36
64,64,0.4,0.4,0.001,16,50,0.553398072719574,50
128,64,0.4,0.4,0.001,16,50,0.553398072719574,40
256,64,0.4,0.4,0.001,16,50,0.504854381084442,26
128,128,0.4,0.4,0.001,16,50,0.53398060798645,27
256,128,0.4,0.4,0.001,16,50,0.504854381084442,42
64,32,0.2,0.2,1e-04,16,50,0.41747573018074,48
128,32,0.2,0.2,1e-04,16,50,0.495145618915558,50
256,32,0.2,0.2,1e-04,16,50,0.45631068944931,30
64,64,0.2,0.2,1e-04,16,50,0.466019421815872,50
128,64,0.2,0.2,1e-04,16,50,0.485436886548996,50
256,64,0.2,0.2,1e-04,16,50,0.37864077091217,16
128,128,0.2,0.2,1e-04,16,50,0.436893194913864,27
256,128,0.2,0.2,1e-04,16,50,0.436893194913864,38
64,32,0.3,0.2,1e-04,16,50,0.368932038545609,19
128,32,0.3,0.2,1e-04,16,50,0.427184462547302,50
256,32,0.3,0.2,1e-04,16,50,0.466019421815872,50
64,64,0.3,0.2,1e-04,16,50,0.524271845817566,50
128,64,0.3,0.2,1e-04,16,50,0.41747573018074,36
256,64,0.3,0.2,1e-04,16,50,0.466019421815872,28
128,128,0.3,0.2,1e-04,16,50,0.485436886548996,38
256,128,0.3,0.2,1e-04,16,50,0.427184462547302,32
64,32,0.4,0.2,1e-04,16,50,0.475728154182434,50
128,32,0.4,0.2,1e-04,16,50,0.45631068944931,50
256,32,0.4,0.2,1e-04,16,50,0.466019421815872,50
64,64,0.4,0.2,1e-04,16,50,0.3398058116436,28
128,64,0.4,0.2,1e-04,16,50,0.54368931055069,24
256,64,0.4,0.2,1e-04,16,50,0.485436886548996,26
128,128,0.4,0.2,1e-04,16,50,0.427184462547302,38
256,128,0.4,0.2,1e-04,16,50,0.359223306179047,36
64,32,0.2,0.3,1e-04,16,50,0.310679614543915,25
128,32,0.2,0.3,1e-04,16,50,0.427184462547302,32
256,32,0.2,0.3,1e-04,16,50,0.436893194913864,28
64,64,0.2,0.3,1e-04,16,50,0.388349503278732,36
128,64,0.2,0.3,1e-04,16,50,0.436893194913864,37
256,64,0.2,0.3,1e-04,16,50,0.407766997814178,33
128,128,0.2,0.3,1e-04,16,50,0.495145618915558,29
256,128,0.2,0.3,1e-04,16,50,0.446601927280426,31
64,32,0.3,0.3,1e-04,16,50,0.504854381084442,50
128,32,0.3,0.3,1e-04,16,50,0.504854381084442,47
256,32,0.3,0.3,1e-04,16,50,0.54368931055069,37
64,64,0.3,0.3,1e-04,16,50,0.349514573812485,30
128,64,0.3,0.3,1e-04,16,50,0.45631068944931,50
256,64,0.3,0.3,1e-04,16,50,0.427184462547302,44
128,128,0.3,0.3,1e-04,16,50,0.436893194913864,34
256,128,0.3,0.3,1e-04,16,50,0.398058265447617,35
64,32,0.4,0.3,1e-04,16,50,0.398058265447617,21
128,32,0.4,0.3,1e-04,16,50,0.436893194913864,50
256,32,0.4,0.3,1e-04,16,50,0.407766997814178,36
64,64,0.4,0.3,1e-04,16,50,0.252427190542221,16
128,64,0.4,0.3,1e-04,16,50,0.495145618915558,22
256,64,0.4,0.3,1e-04,16,50,0.368932038545609,43
128,128,0.4,0.3,1e-04,16,50,0.475728154182434,28
256,128,0.4,0.3,1e-04,16,50,0.398058265447617,44
64,32,0.2,0.4,1e-04,16,50,0.436893194913864,50
128,32,0.2,0.4,1e-04,16,50,0.524271845817566,26
256,32,0.2,0.4,1e-04,16,50,0.45631068944931,29
64,64,0.2,0.4,1e-04,16,50,0.436893194913864,50
128,64,0.2,0.4,1e-04,16,50,0.436893194913864,42
256,64,0.2,0.4,1e-04,16,50,0.446601927280426,40
128,128,0.2,0.4,1e-04,16,50,0.368932038545609,18
256,128,0.2,0.4,1e-04,16,50,0.407766997814178,28
64,32,0.3,0.4,1e-04,16,50,0.271844655275345,16
128,32,0.3,0.4,1e-04,16,50,0.291262149810791,16
256,32,0.3,0.4,1e-04,16,50,0.359223306179047,16
64,64,0.3,0.4,1e-04,16,50,0.495145618915558,50
128,64,0.3,0.4,1e-04,16,50,0.359223306179047,16
256,64,0.3,0.4,1e-04,16,50,0.436893194913864,50
128,128,0.3,0.4,1e-04,16,50,0.436893194913864,49
256,128,0.3,0.4,1e-04,16,50,0.398058265447617,39
64,32,0.4,0.4,1e-04,16,50,0.398058265447617,50
128,32,0.4,0.4,1e-04,16,50,0.388349503278732,50
256,32,0.4,0.4,1e-04,16,50,0.436893194913864,29
64,64,0.4,0.4,1e-04,16,50,0.262135922908783,29
128,64,0.4,0.4,1e-04,16,50,0.466019421815872,50
256,64,0.4,0.4,1e-04,16,50,0.475728154182434,26
128,128,0.4,0.4,1e-04,16,50,0.485436886548996,32
256,128,0.4,0.4,1e-04,16,50,0.485436886548996,39
64,32,0.2,0.2,1e-05,16,50,0.3398058116436,16
128,32,0.2,0.2,1e-05,16,50,0.155339807271957,20
256,32,0.2,0.2,1e-05,16,50,0.320388346910477,41
64,64,0.2,0.2,1e-05,16,50,0.262135922908783,16
128,64,0.2,0.2,1e-05,16,50,0.291262149810791,16
256,64,0.2,0.2,1e-05,16,50,0.3398058116436,50
128,128,0.2,0.2,1e-05,16,50,0.330097079277039,49
256,128,0.2,0.2,1e-05,16,50,0.242718443274498,34
64,32,0.3,0.2,1e-05,16,50,0.213592231273651,16
128,32,0.3,0.2,1e-05,16,50,0.45631068944931,49
256,32,0.3,0.2,1e-05,16,50,0.262135922908783,50
64,64,0.3,0.2,1e-05,16,50,0.262135922908783,22
128,64,0.3,0.2,1e-05,16,50,0.213592231273651,16
256,64,0.3,0.2,1e-05,16,50,0.242718443274498,16
128,128,0.3,0.2,1e-05,16,50,0.320388346910477,32
256,128,0.3,0.2,1e-05,16,50,0.388349503278732,50
64,32,0.4,0.2,1e-05,16,50,0.300970882177353,18
128,32,0.4,0.2,1e-05,16,50,0.3398058116436,19
256,32,0.4,0.2,1e-05,16,50,0.291262149810791,50
64,64,0.4,0.2,1e-05,16,50,0.203883498907089,16
128,64,0.4,0.2,1e-05,16,50,0.320388346910477,16
256,64,0.4,0.2,1e-05,16,50,0.281553387641907,25
128,128,0.4,0.2,1e-05,16,50,0.194174751639366,16
256,128,0.4,0.2,1e-05,16,50,0.466019421815872,50
64,32,0.2,0.3,1e-05,16,50,0.398058265447617,16
128,32,0.2,0.3,1e-05,16,50,0.368932038545609,50
256,32,0.2,0.3,1e-05,16,50,0.349514573812485,50
64,64,0.2,0.3,1e-05,16,50,0.242718443274498,20
128,64,0.2,0.3,1e-05,16,50,0.330097079277039,50
256,64,0.2,0.3,1e-05,16,50,0.271844655275345,17
128,128,0.2,0.3,1e-05,16,50,0.310679614543915,50
256,128,0.2,0.3,1e-05,16,50,0.271844655275345,16
64,32,0.3,0.3,1e-05,16,50,0.194174751639366,38
128,32,0.3,0.3,1e-05,16,50,0.233009710907936,16
256,32,0.3,0.3,1e-05,16,50,0.310679614543915,50
64,64,0.3,0.3,1e-05,16,50,0.320388346910477,50
128,64,0.3,0.3,1e-05,16,50,0.388349503278732,50
256,64,0.3,0.3,1e-05,16,50,0.310679614543915,49
128,128,0.3,0.3,1e-05,16,50,0.359223306179047,47
256,128,0.3,0.3,1e-05,16,50,0.281553387641907,20
64,32,0.4,0.3,1e-05,16,50,0.223300963640213,20
128,32,0.4,0.3,1e-05,16,50,0.398058265447617,37
256,32,0.4,0.3,1e-05,16,50,0.242718443274498,17
64,64,0.4,0.3,1e-05,16,50,0.213592231273651,16
128,64,0.4,0.3,1e-05,16,50,0.310679614543915,16
256,64,0.4,0.3,1e-05,16,50,0.330097079277039,32
128,128,0.4,0.3,1e-05,16,50,0.310679614543915,50
256,128,0.4,0.3,1e-05,16,50,0.194174751639366,16
64,32,0.2,0.4,1e-05,16,50,0.330097079277039,23
128,32,0.2,0.4,1e-05,16,50,0.349514573812485,16
256,32,0.2,0.4,1e-05,16,50,0.271844655275345,16
64,64,0.2,0.4,1e-05,16,50,0.330097079277039,50
128,64,0.2,0.4,1e-05,16,50,0.291262149810791,16
256,64,0.2,0.4,1e-05,16,50,0.37864077091217,50
128,128,0.2,0.4,1e-05,16,50,0.194174751639366,22
256,128,0.2,0.4,1e-05,16,50,0.203883498907089,16
64,32,0.3,0.4,1e-05,16,50,0.349514573812485,38
128,32,0.3,0.4,1e-05,16,50,0.349514573812485,50
256,32,0.3,0.4,1e-05,16,50,0.262135922908783,19
64,64,0.3,0.4,1e-05,16,50,0.281553387641907,43
128,64,0.3,0.4,1e-05,16,50,0.291262149810791,18
256,64,0.3,0.4,1e-05,16,50,0.262135922908783,17
128,128,0.3,0.4,1e-05,16,50,0.271844655275345,20
256,128,0.3,0.4,1e-05,16,50,0.398058265447617,50
64,32,0.4,0.4,1e-05,16,50,0.291262149810791,20
128,32,0.4,0.4,1e-05,16,50,0.252427190542221,50
256,32,0.4,0.4,1e-05,16,50,0.271844655275345,44
64,64,0.4,0.4,1e-05,16,50,0.223300963640213,50
128,64,0.4,0.4,1e-05,16,50,0.252427190542221,17
256,64,0.4,0.4,1e-05,16,50,0.223300963640213,19
128,128,0.4,0.4,1e-05,16,50,0.310679614543915,16
256,128,0.4,0.4,1e-05,16,50,0.165048539638519,16
64,32,0.2,0.2,0.01,32,50,0.514563083648682,29
128,32,0.2,0.2,0.01,32,50,0.495145618915558,44
256,32,0.2,0.2,0.01,32,50,0.53398060798645,40
64,64,0.2,0.2,0.01,32,50,0.524271845817566,44
128,64,0.2,0.2,0.01,32,50,0.563106775283813,31
256,64,0.2,0.2,0.01,32,50,0.524271845817566,35
128,128,0.2,0.2,0.01,32,50,0.514563083648682,34
256,128,0.2,0.2,0.01,32,50,0.54368931055069,32
64,32,0.3,0.2,0.01,32,50,0.504854381084442,35
128,32,0.3,0.2,0.01,32,50,0.53398060798645,37
256,32,0.3,0.2,0.01,32,50,0.524271845817566,28
64,64,0.3,0.2,0.01,32,50,0.524271845817566,36
128,64,0.3,0.2,0.01,32,50,0.53398060798645,29
256,64,0.3,0.2,0.01,32,50,0.524271845817566,32
128,128,0.3,0.2,0.01,32,50,0.53398060798645,32
256,128,0.3,0.2,0.01,32,50,0.553398072719574,38
64,32,0.4,0.2,0.01,32,50,0.524271845817566,19
128,32,0.4,0.2,0.01,32,50,0.563106775283813,33
256,32,0.4,0.2,0.01,32,50,0.592233002185822,50
64,64,0.4,0.2,0.01,32,50,0.54368931055069,50
128,64,0.4,0.2,0.01,32,50,0.514563083648682,38
256,64,0.4,0.2,0.01,32,50,0.563106775283813,50
128,128,0.4,0.2,0.01,32,50,0.553398072719574,49
256,128,0.4,0.2,0.01,32,50,0.553398072719574,42
64,32,0.2,0.3,0.01,32,50,0.54368931055069,24
128,32,0.2,0.3,0.01,32,50,0.563106775283813,38
256,32,0.2,0.3,0.01,32,50,0.524271845817566,33
64,64,0.2,0.3,0.01,32,50,0.553398072719574,44
128,64,0.2,0.3,0.01,32,50,0.53398060798645,30
256,64,0.2,0.3,0.01,32,50,0.514563083648682,33
128,128,0.2,0.3,0.01,32,50,0.53398060798645,30
256,128,0.2,0.3,0.01,32,50,0.53398060798645,41
64,32,0.3,0.3,0.01,32,50,0.572815537452698,35
128,32,0.3,0.3,0.01,32,50,0.54368931055069,38
256,32,0.3,0.3,0.01,32,50,0.53398060798645,36
64,64,0.3,0.3,0.01,32,50,0.524271845817566,28
128,64,0.3,0.3,0.01,32,50,0.54368931055069,38
256,64,0.3,0.3,0.01,32,50,0.553398072719574,50
128,128,0.3,0.3,0.01,32,50,0.524271845817566,25
256,128,0.3,0.3,0.01,32,50,0.553398072719574,36
64,32,0.4,0.3,0.01,32,50,0.54368931055069,38
128,32,0.4,0.3,0.01,32,50,0.553398072719574,35
256,32,0.4,0.3,0.01,32,50,0.553398072719574,50
64,64,0.4,0.3,0.01,32,50,0.572815537452698,28
128,64,0.4,0.3,0.01,32,50,0.514563083648682,32
256,64,0.4,0.3,0.01,32,50,0.54368931055069,30
128,128,0.4,0.3,0.01,32,50,0.563106775283813,33
256,128,0.4,0.3,0.01,32,50,0.54368931055069,40
64,32,0.2,0.4,0.01,32,50,0.54368931055069,26
128,32,0.2,0.4,0.01,32,50,0.572815537452698,46
256,32,0.2,0.4,0.01,32,50,0.53398060798645,29
64,64,0.2,0.4,0.01,32,50,0.54368931055069,28
128,64,0.2,0.4,0.01,32,50,0.514563083648682,37
256,64,0.2,0.4,0.01,32,50,0.514563083648682,45
128,128,0.2,0.4,0.01,32,50,0.524271845817566,38
256,128,0.2,0.4,0.01,32,50,0.524271845817566,30
64,32,0.3,0.4,0.01,32,50,0.524271845817566,37
128,32,0.3,0.4,0.01,32,50,0.553398072719574,50
256,32,0.3,0.4,0.01,32,50,0.563106775283813,34
64,64,0.3,0.4,0.01,32,50,0.553398072719574,33
128,64,0.3,0.4,0.01,32,50,0.524271845817566,36
256,64,0.3,0.4,0.01,32,50,0.54368931055069,34
128,128,0.3,0.4,0.01,32,50,0.514563083648682,30
256,128,0.3,0.4,0.01,32,50,0.524271845817566,25
64,32,0.4,0.4,0.01,32,50,0.53398060798645,49
128,32,0.4,0.4,0.01,32,50,0.54368931055069,27
256,32,0.4,0.4,0.01,32,50,0.54368931055069,49
64,64,0.4,0.4,0.01,32,50,0.572815537452698,43
128,64,0.4,0.4,0.01,32,50,0.582524299621582,35
256,64,0.4,0.4,0.01,32,50,0.582524299621582,34
128,128,0.4,0.4,0.01,32,50,0.524271845817566,27
256,128,0.4,0.4,0.01,32,50,0.495145618915558,28
64,32,0.2,0.2,0.001,32,50,0.53398060798645,42
128,32,0.2,0.2,0.001,32,50,0.514563083648682,39
256,32,0.2,0.2,0.001,32,50,0.524271845817566,38
64,64,0.2,0.2,0.001,32,50,0.504854381084442,40
128,64,0.2,0.2,0.001,32,50,0.495145618915558,28
256,64,0.2,0.2,0.001,32,50,0.524271845817566,39
128,128,0.2,0.2,0.001,32,50,0.582524299621582,42
256,128,0.2,0.2,0.001,32,50,0.524271845817566,31
64,32,0.3,0.2,0.001,32,50,0.485436886548996,30
128,32,0.3,0.2,0.001,32,50,0.45631068944931,47
256,32,0.3,0.2,0.001,32,50,0.495145618915558,24
64,64,0.3,0.2,0.001,32,50,0.524271845817566,48
128,64,0.3,0.2,0.001,32,50,0.485436886548996,20
256,64,0.3,0.2,0.001,32,50,0.514563083648682,20
128,128,0.3,0.2,0.001,32,50,0.563106775283813,33
256,128,0.3,0.2,0.001,32,50,0.495145618915558,32
64,32,0.4,0.2,0.001,32,50,0.563106775283813,45
128,32,0.4,0.2,0.001,32,50,0.504854381084442,38
256,32,0.4,0.2,0.001,32,50,0.495145618915558,22
64,64,0.4,0.2,0.001,32,50,0.504854381084442,19
128,64,0.4,0.2,0.001,32,50,0.504854381084442,49
256,64,0.4,0.2,0.001,32,50,0.504854381084442,35
128,128,0.4,0.2,0.001,32,50,0.485436886548996,42
256,128,0.4,0.2,0.001,32,50,0.504854381084442,34
64,32,0.2,0.3,0.001,32,50,0.553398072719574,45
128,32,0.2,0.3,0.001,32,50,0.495145618915558,45
256,32,0.2,0.3,0.001,32,50,0.524271845817566,40
64,64,0.2,0.3,0.001,32,50,0.495145618915558,32
128,64,0.2,0.3,0.001,32,50,0.504854381084442,24
256,64,0.2,0.3,0.001,32,50,0.54368931055069,38
128,128,0.2,0.3,0.001,32,50,0.495145618915558,28
256,128,0.2,0.3,0.001,32,50,0.524271845817566,41
64,32,0.3,0.3,0.001,32,50,0.524271845817566,33
128,32,0.3,0.3,0.001,32,50,0.514563083648682,31
256,32,0.3,0.3,0.001,32,50,0.485436886548996,34
64,64,0.3,0.3,0.001,32,50,0.563106775283813,37
128,64,0.3,0.3,0.001,32,50,0.475728154182434,34
256,64,0.3,0.3,0.001,32,50,0.504854381084442,33
128,128,0.3,0.3,0.001,32,50,0.524271845817566,25
256,128,0.3,0.3,0.001,32,50,0.514563083648682,43
64,32,0.4,0.3,0.001,32,50,0.553398072719574,39
128,32,0.4,0.3,0.001,32,50,0.524271845817566,50
256,32,0.4,0.3,0.001,32,50,0.504854381084442,32
64,64,0.4,0.3,0.001,32,50,0.524271845817566,35
128,64,0.4,0.3,0.001,32,50,0.485436886548996,38
256,64,0.4,0.3,0.001,32,50,0.514563083648682,38
128,128,0.4,0.3,0.001,32,50,0.514563083648682,32
256,128,0.4,0.3,0.001,32,50,0.54368931055069,45
64,32,0.2,0.4,0.001,32,50,0.524271845817566,35
128,32,0.2,0.4,0.001,32,50,0.446601927280426,25
256,32,0.2,0.4,0.001,32,50,0.524271845817566,38
64,64,0.2,0.4,0.001,32,50,0.54368931055069,40
128,64,0.2,0.4,0.001,32,50,0.485436886548996,28
256,64,0.2,0.4,0.001,32,50,0.466019421815872,22
128,128,0.2,0.4,0.001,32,50,0.54368931055069,48
256,128,0.2,0.4,0.001,32,50,0.504854381084442,16
64,32,0.3,0.4,0.001,32,50,0.553398072719574,50
128,32,0.3,0.4,0.001,32,50,0.475728154182434,26
256,32,0.3,0.4,0.001,32,50,0.495145618915558,50
64,64,0.3,0.4,0.001,32,50,0.524271845817566,22
128,64,0.3,0.4,0.001,32,50,0.514563083648682,46
256,64,0.3,0.4,0.001,32,50,0.485436886548996,29
128,128,0.3,0.4,0.001,32,50,0.475728154182434,24
256,128,0.3,0.4,0.001,32,50,0.446601927280426,24
64,32,0.4,0.4,0.001,32,50,0.475728154182434,50
128,32,0.4,0.4,0.001,32,50,0.495145618915558,37
256,32,0.4,0.4,0.001,32,50,0.504854381084442,29
64,64,0.4,0.4,0.001,32,50,0.54368931055069,50
128,64,0.4,0.4,0.001,32,50,0.524271845817566,46
256,64,0.4,0.4,0.001,32,50,0.524271845817566,33
128,128,0.4,0.4,0.001,32,50,0.485436886548996,38
256,128,0.4,0.4,0.001,32,50,0.485436886548996,35
64,32,0.2,0.2,1e-04,32,50,0.446601927280426,50
128,32,0.2,0.2,1e-04,32,50,0.427184462547302,49
256,32,0.2,0.2,1e-04,32,50,0.475728154182434,38
64,64,0.2,0.2,1e-04,32,50,0.427184462547302,50
128,64,0.2,0.2,1e-04,32,50,0.320388346910477,16
256,64,0.2,0.2,1e-04,32,50,0.446601927280426,37
128,128,0.2,0.2,1e-04,32,50,0.495145618915558,35
256,128,0.2,0.2,1e-04,32,50,0.427184462547302,28
64,32,0.3,0.2,1e-04,32,50,0.388349503278732,50
128,32,0.3,0.2,1e-04,32,50,0.37864077091217,50
256,32,0.3,0.2,1e-04,32,50,0.436893194913864,50
64,64,0.3,0.2,1e-04,32,50,0.446601927280426,33
128,64,0.3,0.2,1e-04,32,50,0.45631068944931,39
256,64,0.3,0.2,1e-04,32,50,0.45631068944931,42
128,128,0.3,0.2,1e-04,32,50,0.45631068944931,50
256,128,0.3,0.2,1e-04,32,50,0.41747573018074,29
64,32,0.4,0.2,1e-04,32,50,0.504854381084442,50
128,32,0.4,0.2,1e-04,32,50,0.45631068944931,50
256,32,0.4,0.2,1e-04,32,50,0.427184462547302,48
64,64,0.4,0.2,1e-04,32,50,0.436893194913864,50
128,64,0.4,0.2,1e-04,32,50,0.436893194913864,50
256,64,0.4,0.2,1e-04,32,50,0.475728154182434,39
128,128,0.4,0.2,1e-04,32,50,0.446601927280426,28
256,128,0.4,0.2,1e-04,32,50,0.359223306179047,50
64,32,0.2,0.3,1e-04,32,50,0.495145618915558,50
128,32,0.2,0.3,1e-04,32,50,0.407766997814178,31
256,32,0.2,0.3,1e-04,32,50,0.291262149810791,20
64,64,0.2,0.3,1e-04,32,50,0.368932038545609,45
128,64,0.2,0.3,1e-04,32,50,0.495145618915558,38
256,64,0.2,0.3,1e-04,32,50,0.524271845817566,50
128,128,0.2,0.3,1e-04,32,50,0.466019421815872,43
256,128,0.2,0.3,1e-04,32,50,0.436893194913864,32
64,32,0.3,0.3,1e-04,32,50,0.41747573018074,50
128,32,0.3,0.3,1e-04,32,50,0.45631068944931,50
256,32,0.3,0.3,1e-04,32,50,0.475728154182434,16
64,64,0.3,0.3,1e-04,32,50,0.3398058116436,36
128,64,0.3,0.3,1e-04,32,50,0.45631068944931,47
256,64,0.3,0.3,1e-04,32,50,0.407766997814178,30
128,128,0.3,0.3,1e-04,32,50,0.475728154182434,50
256,128,0.3,0.3,1e-04,32,50,0.41747573018074,26
64,32,0.4,0.3,1e-04,32,50,0.3398058116436,45
128,32,0.4,0.3,1e-04,32,50,0.446601927280426,50
256,32,0.4,0.3,1e-04,32,50,0.3398058116436,28
64,64,0.4,0.3,1e-04,32,50,0.398058265447617,44
128,64,0.4,0.3,1e-04,32,50,0.41747573018074,50
256,64,0.4,0.3,1e-04,32,50,0.466019421815872,34
128,128,0.4,0.3,1e-04,32,50,0.446601927280426,50
256,128,0.4,0.3,1e-04,32,50,0.446601927280426,44
64,32,0.2,0.4,1e-04,32,50,0.407766997814178,33
128,32,0.2,0.4,1e-04,32,50,0.349514573812485,35
256,32,0.2,0.4,1e-04,32,50,0.45631068944931,25
64,64,0.2,0.4,1e-04,32,50,0.466019421815872,44
128,64,0.2,0.4,1e-04,32,50,0.407766997814178,50
256,64,0.2,0.4,1e-04,32,50,0.436893194913864,27
128,128,0.2,0.4,1e-04,32,50,0.446601927280426,40
256,128,0.2,0.4,1e-04,32,50,0.504854381084442,34
64,32,0.3,0.4,1e-04,32,50,0.388349503278732,43
128,32,0.3,0.4,1e-04,32,50,0.359223306179047,21
256,32,0.3,0.4,1e-04,32,50,0.436893194913864,35
64,64,0.3,0.4,1e-04,32,50,0.407766997814178,24
128,64,0.3,0.4,1e-04,32,50,0.388349503278732,46
256,64,0.3,0.4,1e-04,32,50,0.475728154182434,44
128,128,0.3,0.4,1e-04,32,50,0.514563083648682,39
256,128,0.3,0.4,1e-04,32,50,0.446601927280426,50
64,32,0.4,0.4,1e-04,32,50,0.446601927280426,50
128,32,0.4,0.4,1e-04,32,50,0.427184462547302,50
256,32,0.4,0.4,1e-04,32,50,0.320388346910477,36
64,64,0.4,0.4,1e-04,32,50,0.388349503278732,16
128,64,0.4,0.4,1e-04,32,50,0.446601927280426,34
256,64,0.4,0.4,1e-04,32,50,0.45631068944931,24
128,128,0.4,0.4,1e-04,32,50,0.252427190542221,16
256,128,0.4,0.4,1e-04,32,50,0.41747573018074,44
